,Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Platform_grouped,Publisher_grouped
192,193.0,Fable III,X360,2010-01-01,Role-Playing,Microsoft Game Studios,3.59,1.11,0.05,0.38,5.13,xbox,other
193,194.0,Call of Duty: Advanced Warfare,XOne,2014-01-01,Shooter,Activision,3.21,1.53,0.01,0.38,5.13,xbox,Activision
194,195.0,Microsoft Flight Simulator,PC,1996-01-01,Simulation,Microsoft Game Studios,3.22,1.69,0.0,0.2,5.12,,other
195,196.0,Guitar Hero II,PS2,2006-01-01,Misc,RedOctane,3.81,0.63,0.0,0.68,5.12,playstation,other
196,197.0,Resident Evil 5,PS3,2009-01-01,Action,Capcom,1.96,1.43,1.08,0.65,5.11,playstation,other
197,198.0,Grand Theft Auto V,XOne,2014-01-01,Action,Take-Two Interactive,2.66,2.01,0.0,0.41,5.08,xbox,other
198,199.0,Grand Theft Auto: Vice City Stories,PSP,2006-01-01,Action,Take-Two Interactive,1.7,2.02,0.16,1.21,5.08,playstation,other
199,200.0,FIFA Soccer 11,PS3,2010-01-01,Sports,Electronic Arts,0.6,3.29,0.06,1.13,5.08,playstation,Electronic Arts
200,201.0,Super Mario Bros.,GB,1999-01-01,Platform,Nintendo,3.4,1.3,0.15,0.22,5.07,nintendo_handheld,Nintendo
201,202.0,Resident Evil,PS,1996-01-01,Action,Virgin Interactive,2.05,1.16,1.11,0.73,5.05,playstation,other
202,203.0,Tony Hawk's Pro Skater,PS,1999-01-01,Sports,Activision,3.42,1.38,0.02,0.2,5.02,playstation,Activision
203,204.0,Super Smash Bros. for Wii U and 3DS,WiiU,2014-01-01,Fighting,Nintendo,2.59,1.06,0.8,0.57,5.02,nintendo_handheld,Nintendo
204,205.0,Warzone 2100,PS,1999-01-01,Strategy,Eidos Interactive,2.79,1.89,0.0,0.33,5.01,playstation,other
205,206.0,Spyro the Dragon,PS,1998-01-01,Platform,Sony Computer Entertainment,3.36,1.36,0.07,0.21,5.0,playstation,Sony Computer Entertainment
206,207.0,Link's Crossbow Training,Wii,2007-01-01,Shooter,Nintendo,3.06,1.18,0.29,0.46,5.0,nintendo_console,Nintendo
207,208.0,Guitar Hero III: Legends of Rock,PS2,2007-01-01,Misc,Activision,3.49,0.01,0.01,1.48,4.98,playstation,Activision
208,209.0,Fallout 3,X360,2008-01-01,Role-Playing,Bethesda Softworks,3.39,1.03,0.09,0.44,4.96,xbox,other
209,210.0,Pokemon Mystery Dungeon: Explorers of Time/Explorers of Darkness,DS,2007-01-01,Role-Playing,Nintendo,1.85,1.2,1.54,0.37,4.96,nintendo_handheld,Nintendo
210,211.0,Uncharted: Drake's Fortune,PS3,2007-01-01,Action,Sony Computer Entertainment,2.31,1.73,0.12,0.78,4.94,playstation,Sony Computer Entertainment
211,212.0,Madden NFL 06,PS2,2005-01-01,Sports,Electronic Arts,3.98,0.26,0.01,0.66,4.91,playstation,Electronic Arts
212,213.0,LEGO Star Wars: The Complete Saga,DS,2007-01-01,Action,LucasArts,2.89,1.54,0.0,0.46,4.9,nintendo_handheld,other
213,214.0,Diddy Kong Racing,N64,1997-01-01,Racing,Nintendo,2.91,0.99,0.89,0.1,4.88,nintendo_console,Nintendo
214,215.0,Monster Hunter Freedom 3,PSP,2010-01-01,Role-Playing,Capcom,0.0,0.0,4.87,0.0,4.87,playstation,other
215,216.0,Dr. Mario,NES,1990-01-01,Puzzle,Nintendo,2.62,0.6,1.52,0.1,4.85,nintendo_console,Nintendo
216,217.0,God of War III,PS3,2010-01-01,Action,Sony Computer Entertainment,2.74,1.36,0.12,0.63,4.84,playstation,Sony Computer Entertainment
217,218.0,StarCraft II: Wings of Liberty,PC,2010-01-01,Strategy,Activision,2.56,1.68,0.0,0.59,4.83,,Activision
218,219.0,Assassin's Creed,PS3,2007-01-01,Adventure,Ubisoft,1.91,2.0,0.09,0.83,4.83,playstation,Ubisoft
219,220.0,FIFA 15,PS3,2014-01-01,Sports,Electronic Arts,0.57,3.14,0.04,1.07,4.82,playstation,Electronic Arts
220,221.0,Crash Team Racing,PS,1999-01-01,Racing,Sony Computer Entertainment,2.57,1.57,0.44,0.21,4.79,playstation,Sony Computer Entertainment
221,222.0,FIFA 17,PS4,2016-01-01,Sports,Electronic Arts,0.28,3.75,0.06,0.69,4.77,playstation,Electronic Arts
222,223.0,Batman: Arkham City,X360,2011-01-01,Action,Warner Bros. Interactive Entertainment,2.99,1.31,0.04,0.41,4.76,xbox,other
223,224.0,Driver 2,PS,2000-01-01,Action,Atari,2.36,2.1,0.02,0.25,4.73,playstation,other
224,225.0,The Simpsons: Hit & Run,PS2,2003-01-01,Racing,Vivendi Games,1.73,2.19,0.0,0.79,4.7,playstation,other
225,226.0,Tony Hawk's Pro Skater 2,PS,2000-01-01,Sports,Activision,3.05,1.41,0.02,0.2,4.68,playstation,Activision
226,227.0,Animal Crossing: City Folk,Wii,2008-01-01,Simulation,Nintendo,1.87,1.12,1.32,0.37,4.68,nintendo_console,Nintendo
227,228.0,The Lord of the Rings: The Two Towers,PS2,2002-01-01,Action,Electronic Arts,1.94,1.95,0.08,0.7,4.67,playstation,Electronic Arts
228,229.0,Forza Motorsport 4,X360,2011-01-01,Racing,Microsoft Game Studios,2.08,2.04,0.06,0.47,4.64,xbox,other
229,230.0,Tomb Raider,PS,1996-01-01,Action,Eidos Interactive,2.29,1.97,0.13,0.24,4.63,playstation,other
230,231.0,Guitar Hero III: Legends of Rock,Wii,2007-01-01,Misc,Activision,3.06,1.12,0.0,0.44,4.62,nintendo_console,Activision
231,232.0,The Legend of Zelda: A Link to the Past,SNES,1991-01-01,Action,Nintendo,2.42,0.91,1.15,0.13,4.61,nintendo_console,Nintendo
232,233.0,The Legend of Zelda: The Wind Waker,GC,2002-01-01,Action,Nintendo,2.6,0.99,0.89,0.13,4.6,nintendo_console,Nintendo
233,234.0,Mario & Sonic at the Olympic Winter Games,Wii,2009-01-01,Sports,Sega,1.89,1.99,0.22,0.48,4.58,nintendo_console,Sega
234,235.0,Luigi's Mansion: Dark Moon,3DS,2013-01-01,Action,Nintendo,1.78,1.39,1.1,0.3,4.58,nintendo_handheld,Nintendo
235,236.0,Splatoon,WiiU,2015-01-01,Shooter,Nintendo,1.55,1.15,1.44,0.43,4.57,nintendo_handheld,Nintendo
236,237.0,The Last of Us,PS4,2014-01-01,Action,Sony Computer Entertainment,1.78,1.87,0.07,0.82,4.55,playstation,Sony Computer Entertainment
237,238.0,Guitar Hero III: Legends of Rock,X360,2007-01-01,Misc,Activision,3.19,0.92,0.01,0.42,4.53,xbox,Activision
238,239.0,Madden NFL 2005,PS2,2004-01-01,Sports,Electronic Arts,4.18,0.26,0.01,0.08,4.53,playstation,Electronic Arts
239,240.0,Pitfall!,2600,1981-01-01,Platform,Activision,4.21,0.24,0.0,0.05,4.5,atari,Activision
240,241.0,Madden NFL 07,PS2,2006-01-01,Sports,Electronic Arts,3.63,0.24,0.01,0.61,4.49,playstation,Electronic Arts
241,242.0,Spider-Man: The Movie,PS2,2002-01-01,Action,Activision,2.71,1.51,0.03,0.23,4.48,playstation,Activision
242,243.0,Dragon Quest VII: Warriors of Eden,PS,2000-01-01,Role-Playing,Enix Corporation,0.2,0.14,4.1,0.02,4.47,playstation,other
243,244.0,Uncharted: The Nathan Drake Collection,PS4,2015-01-01,Action,Sony Computer Entertainment,1.96,1.69,0.08,0.74,4.47,playstation,Sony Computer Entertainment
244,245.0,Call of Duty: Advanced Warfare,PS3,2014-01-01,Shooter,Activision,1.54,1.94,0.19,0.77,4.45,playstation,Activision
245,246.0,God of War,PS2,2005-01-01,Action,Sony Computer Entertainment,2.71,1.29,0.02,0.43,4.45,playstation,Sony Computer Entertainment
246,247.0,Nintendo Land,WiiU,2012-01-01,Misc,Nintendo,2.55,1.11,0.46,0.33,4.44,nintendo_handheld,Nintendo
247,248.0,Michael Jackson: The Experience,Wii,2010-01-01,Misc,Ubisoft,2.67,1.35,0.01,0.39,4.42,nintendo_console,Ubisoft
248,249.0,Tony Hawk's Pro Skater 3,PS2,2001-01-01,Sports,Activision,2.66,1.29,0.01,0.46,4.41,playstation,Activision
249,250.0,Winning Eleven: Pro Evolution Soccer 2007,PS2,2006-01-01,Sports,Konami Digital Entertainment,0.1,2.39,1.05,0.86,4.39,playstation,Konami Digital Entertainment
250,251.0,The Elder Scrolls IV: Oblivion,X360,2006-01-01,Role-Playing,Take-Two Interactive,2.82,1.05,0.13,0.4,4.39,xbox,other
251,252.0,Zelda II: The Adventure of Link,NES,1987-01-01,Adventure,Nintendo,2.19,0.5,1.61,0.08,4.38,nintendo_console,Nintendo
252,253.0,Need for Speed: Most Wanted,PS2,2005-01-01,Racing,Electronic Arts,2.03,1.79,0.08,0.47,4.37,playstation,Electronic Arts
253,254.0,Resistance: Fall of Man,PS3,2006-01-01,Shooter,Sony Computer Entertainment,1.73,1.73,0.14,0.75,4.35,playstation,Sony Computer Entertainment
254,255.0,Sonic the Hedgehog,GEN,1991-01-01,Platform,Sega,3.03,0.91,0.26,0.13,4.34,sega,Sega
255,256.0,Kingdom Hearts II,PS2,2005-01-01,Role-Playing,Square Enix,2.2,0.58,1.38,0.17,4.33,playstation,other
256,257.0,FIFA 14,X360,2013-01-01,Sports,Electronic Arts,0.92,2.93,0.01,0.46,4.31,xbox,Electronic Arts
257,258.0,Call of Duty: Advanced Warfare,X360,2014-01-01,Shooter,Activision,2.75,1.18,0.0,0.37,4.31,xbox,Activision
258,259.0,Asteroids,2600,1980-01-01,Shooter,Atari,4.0,0.26,0.0,0.05,4.31,atari,other
259,260.0,Fable II,X360,2008-01-01,Role-Playing,Microsoft Game Studios,2.51,1.27,0.11,0.41,4.31,xbox,other
260,261.0,Halo 5: Guardians,XOne,2015-01-01,Shooter,Microsoft Game Studios,2.64,1.2,0.03,0.39,4.26,xbox,other
261,262.0,Super Mario 3D World,WiiU,2013-01-01,Platform,Nintendo,2.11,1.11,0.72,0.3,4.25,nintendo_handheld,Nintendo
262,263.0,Batman: Arkham Asylum,PS3,2009-01-01,Action,Eidos Interactive,2.23,1.34,0.07,0.61,4.25,playstation,other
263,264.0,Assassin's Creed: Revelations,PS3,2011-01-01,Action,Ubisoft,1.41,2.02,0.1,0.72,4.24,playstation,Ubisoft
264,265.0,Namco Museum,GBA,2001-01-01,Misc,Namco Bandai Games,3.0,1.11,0.05,0.07,4.24,nintendo_handheld,Namco Bandai Games
265,266.0,Metal Gear Solid 3: Snake Eater,PS2,2004-01-01,Action,Konami Digital Entertainment,1.46,0.0,0.83,1.93,4.23,playstation,Konami Digital Entertainment
266,267.0,Daxter,PSP,2006-01-01,Platform,Sony Computer Entertainment,2.45,1.02,0.0,0.75,4.22,playstation,Sony Computer Entertainment
267,268.0,Warcraft II: Tides of Darkness,PC,1995-01-01,Strategy,Activision,1.7,2.27,0.0,0.23,4.21,,Activision
268,269.0,The Legend of Zelda: Ocarina of Time,3DS,2011-01-01,Action,Nintendo,2.03,1.27,0.62,0.3,4.21,nintendo_handheld,Nintendo
269,270.0,FIFA Soccer 06,PS2,2005-01-01,Sports,Electronic Arts,0.78,2.55,0.04,0.84,4.21,playstation,Electronic Arts
270,271.0,EyeToy Play,PS2,2003-01-01,Misc,Sony Computer Entertainment,0.88,2.3,0.2,0.83,4.2,playstation,Sony Computer Entertainment
271,272.0,Uncharted 4: A Thief's End,PS4,2016-01-01,Shooter,Sony Computer Entertainment,1.3,2.07,0.18,0.65,4.2,playstation,Sony Computer Entertainment
272,273.0,Gran Turismo 5 Prologue,PS3,2007-01-01,Racing,Sony Computer Entertainment,1.28,1.83,0.57,0.53,4.2,playstation,Sony Computer Entertainment
273,274.0,Assassin's Creed: Revelations,X360,2011-01-01,Action,Ubisoft,2.25,1.47,0.04,0.43,4.19,xbox,Ubisoft
274,275.0,Street Fighter IV,PS3,2009-01-01,Fighting,Capcom,2.02,1.06,0.58,0.53,4.19,playstation,other
275,276.0,FIFA 12,X360,2011-01-01,Sports,Electronic Arts,0.84,2.79,0.02,0.53,4.19,xbox,Electronic Arts
276,277.0,Teenage Mutant Ninja Turtles,NES,1989-01-01,Action,Palcom,3.38,0.44,0.31,0.04,4.17,nintendo_console,other
277,278.0,Excitebike,NES,1984-01-01,Racing,Nintendo,2.04,0.48,1.57,0.07,4.16,nintendo_console,Nintendo
278,279.0,Frogger,PS,1997-01-01,Action,Hasbro Interactive,3.79,0.27,0.0,0.11,4.16,playstation,other
279,280.0,Madden NFL 2003,PS2,2002-01-01,Sports,Electronic Arts,3.36,0.21,0.01,0.56,4.14,playstation,Electronic Arts
280,281.0,Watch Dogs,PS4,2014-01-01,Action,Ubisoft,1.4,1.86,0.11,0.77,4.14,playstation,Ubisoft
281,282.0,Half-Life,PC,1997-01-01,Shooter,Vivendi Games,4.03,0.0,0.09,0.0,4.12,,other
282,283.0,Super Mario World 2: Yoshi's Island,SNES,1995-01-01,Platform,Nintendo,1.65,0.61,1.76,0.09,4.12,nintendo_console,Nintendo
283,284.0,FIFA Soccer 07,PS2,2006-01-01,Sports,Electronic Arts,0.71,2.48,0.03,0.89,4.11,playstation,Electronic Arts
284,285.0,The Legend of Zelda: Skyward Sword,Wii,2011-01-01,Action,Nintendo,2.14,1.2,0.37,0.4,4.1,nintendo_console,Nintendo
285,286.0,Street Fighter II Turbo,SNES,1992-01-01,Fighting,Capcom,1.42,0.51,2.1,0.07,4.1,nintendo_console,other
286,287.0,Carnival Games,Wii,2007-01-01,Misc,Take-Two Interactive,2.13,1.5,0.05,0.42,4.1,nintendo_console,other
287,288.0,Fallout 4,XOne,2015-01-01,Role-Playing,Bethesda Softworks,2.45,1.26,0.01,0.37,4.09,xbox,other
288,289.0,World of Warcraft: The Burning Crusade,PC,2007-01-01,Role-Playing,Activision,2.57,1.52,0.0,0.0,4.09,,Activision
289,290.0,Fallout: New Vegas,X360,2010-01-01,Role-Playing,Bethesda Softworks,2.65,1.06,0.04,0.33,4.08,xbox,other
290,291.0,God of War II,PS2,2007-01-01,Action,Sony Computer Entertainment,2.32,0.04,0.04,1.67,4.07,playstation,Sony Computer Entertainment
291,292.0,Forza Motorsport 2,X360,2007-01-01,Racing,Microsoft Game Studios,2.35,1.28,0.03,0.41,4.06,xbox,other
292,293.0,World Soccer Winning Eleven 9,PS2,2005-01-01,Sports,Konami Digital Entertainment,0.12,2.26,0.9,0.77,4.06,playstation,Konami Digital Entertainment
293,294.0,Namco Museum Vol.3,PS,1996-01-01,Misc,Sony Computer Entertainment,2.28,1.55,0.16,0.06,4.05,playstation,Sony Computer Entertainment
294,295.0,Tekken Tag Tournament,PS2,2000-01-01,Fighting,Namco Bandai Games,1.68,1.51,0.51,0.35,4.05,playstation,Namco Bandai Games
295,296.0,Far Cry 4,PS4,2014-01-01,Shooter,Ubisoft,1.12,2.12,0.1,0.69,4.03,playstation,Ubisoft
296,297.0,Star Fox 64,N64,1997-01-01,Shooter,Nintendo,2.78,0.58,0.64,0.04,4.03,nintendo_console,Nintendo
297,298.0,Minecraft,PS4,2014-01-01,Misc,Sony Computer Entertainment Europe,1.38,1.87,0.12,0.65,4.02,playstation,other
298,299.0,Golf,NES,1984-01-01,Sports,Nintendo,1.22,0.28,2.46,0.04,4.01,nintendo_console,Nintendo
299,300.0,Fallout 3,PS3,2008-01-01,Role-Playing,Bethesda Softworks,2.15,1.2,0.07,0.59,4.01,playstation,other
300,301.0,Professor Layton and the Diabolical Box,DS,2007-01-01,Puzzle,Nintendo,0.92,1.78,0.92,0.37,4.0,nintendo_handheld,Nintendo
301,302.0,Left 4 Dead 2,X360,2009-01-01,Shooter,Electronic Arts,2.67,0.89,0.05,0.37,3.99,xbox,Electronic Arts
302,303.0,Namco Museum: 50th Anniversary,PS2,2005-01-01,Misc,Namco Bandai Games,2.08,1.35,0.0,0.54,3.98,playstation,Namco Bandai Games
303,304.0,EA Sports Active,Wii,2009-01-01,Sports,Electronic Arts,2.1,1.36,0.06,0.4,3.92,nintendo_console,Electronic Arts
304,305.0,Assassin's Creed: Unity,PS4,2014-01-01,Action,Ubisoft,1.18,1.96,0.08,0.7,3.92,playstation,Ubisoft
305,306.0,Donkey Kong Land,GB,1994-01-01,Platform,Nintendo,1.97,0.76,1.07,0.11,3.91,nintendo_handheld,Nintendo
306,307.0,Tony Hawk's Underground,PS2,2003-01-01,Sports,Activision,2.29,1.17,0.01,0.42,3.9,playstation,Activision
307,308.0,Assassin's Creed IV: Black Flag,PS3,2013-01-01,Action,Ubisoft,1.33,1.71,0.13,0.73,3.89,playstation,Ubisoft
308,309.0,Monster Hunter 4 Ultimate,3DS,2014-01-01,Role-Playing,Nintendo,0.67,0.49,2.62,0.11,3.89,nintendo_handheld,Nintendo
309,310.0,MotorStorm,PS3,2006-01-01,Racing,Sony Computer Entertainment,1.53,1.61,0.06,0.67,3.88,playstation,Sony Computer Entertainment
310,311.0,The Elder Scrolls V: Skyrim,PC,2011-01-01,Role-Playing,Bethesda Softworks,1.15,2.09,0.0,0.64,3.88,,other
311,312.0,Tekken 5,PS2,2005-01-01,Fighting,Namco Bandai Games,0.93,1.94,0.31,0.7,3.87,playstation,Namco Bandai Games
312,313.0,Dragon Warrior III,NES,1988-01-01,Role-Playing,Enix Corporation,0.1,0.0,3.77,0.0,3.87,nintendo_console,other
313,314.0,Sports Champions,PS3,2010-01-01,Sports,Sony Computer Entertainment,2.12,1.14,0.1,0.51,3.87,playstation,Sony Computer Entertainment
314,315.0,NBA 2K16,PS4,2015-01-01,Sports,Take-Two Interactive,2.48,0.65,0.03,0.69,3.85,playstation,other
315,316.0,World Soccer Winning Eleven 8 International,PS2,2004-01-01,Sports,Konami Digital Entertainment,0.16,1.89,1.12,0.68,3.85,playstation,Konami Digital Entertainment
316,317.0,Flash Focus: Vision Training in Minutes a Day,DS,2007-01-01,Misc,Nintendo,0.87,1.57,1.05,0.35,3.84,nintendo_handheld,Nintendo
317,318.0,Namco Museum Vol.1,PS,1995-01-01,Misc,Sony Computer Entertainment,2.12,1.44,0.22,0.06,3.84,playstation,Sony Computer Entertainment
318,319.0,The Legend of Zelda: Link's Awakening,GB,1992-01-01,Action,Nintendo,2.21,0.96,0.54,0.13,3.83,nintendo_handheld,Nintendo
319,320.0,Mario & Luigi: Bowser's Inside Story,DS,2009-01-01,Role-Playing,Nintendo,2.26,0.48,0.81,0.27,3.83,nintendo_handheld,Nintendo
320,321.0,Big Brain Academy: Wii Degree,Wii,2007-01-01,Misc,Nintendo,1.06,1.93,0.41,0.43,3.82,nintendo_console,Nintendo
321,322.0,Nintendogs + cats,3DS,2011-01-01,Simulation,Nintendo,1.44,1.37,0.73,0.27,3.81,nintendo_handheld,Nintendo
322,323.0,Batman: Arkham Knight,PS4,2015-01-01,Action,Warner Bros. Interactive Entertainment,1.49,1.58,0.1,0.61,3.79,playstation,other
323,324.0,Mario & Sonic at the London 2012 Olympic Games,Wii,2011-01-01,Sports,Sega,1.14,1.91,0.27,0.46,3.78,nintendo_console,Sega
324,325.0,LEGO Indiana Jones: The Original Adventures,X360,2008-01-01,Action,Activision,2.4,1.03,0.0,0.36,3.78,xbox,Activision
325,326.0,Resident Evil Director's Cut,PS,1996-01-01,Action,Virgin Interactive,1.82,1.24,0.47,0.25,3.77,playstation,other
326,327.0,Ratchet & Clank: Size Matters,PSP,2007-01-01,Platform,Sony Computer Entertainment,1.4,1.4,0.1,0.87,3.77,playstation,Sony Computer Entertainment
327,328.0,Just Dance 2014,Wii,2013-01-01,Misc,Ubisoft,1.98,1.47,0.0,0.32,3.76,nintendo_console,Ubisoft
328,329.0,The Sims: Unleashed,PC,2002-01-01,Simulation,Electronic Arts,2.03,1.56,0.0,0.17,3.76,,Electronic Arts
329,330.0,Super Paper Mario,Wii,2007-01-01,Platform,Nintendo,1.98,0.88,0.59,0.32,3.76,nintendo_console,Nintendo
330,331.0,Harry Potter and the Sorcerer's Stone,PS,2001-01-01,Action,Electronic Arts,1.37,2.0,0.14,0.22,3.73,playstation,Electronic Arts
331,332.0,The Witcher 3: Wild Hunt,PS4,2015-01-01,Role-Playing,Namco Bandai Games,0.96,2.0,0.21,0.56,3.73,playstation,Namco Bandai Games
332,333.0,Resident Evil 3: Nemesis,PS,1999-01-01,Action,Eidos Interactive,1.3,0.77,1.54,0.11,3.72,playstation,other
333,334.0,Spyro: Year of the Dragon,PS,2000-01-01,Platform,Sony Computer Entertainment,1.93,1.58,0.0,0.19,3.71,playstation,Sony Computer Entertainment
334,335.0,FIFA Soccer 2005,PS2,2004-01-01,Sports,Electronic Arts,0.58,2.48,0.04,0.59,3.7,playstation,Electronic Arts
335,336.0,Pokémon Trading Card Game,GB,1998-01-01,Strategy,Nintendo,1.49,0.73,1.38,0.1,3.7,nintendo_handheld,Nintendo
336,337.0,Battlefield 4,PS3,2013-01-01,Shooter,Electronic Arts,1.3,1.51,0.27,0.61,3.69,playstation,Electronic Arts
337,338.0,MySims,DS,2007-01-01,Simulation,Electronic Arts,1.59,1.61,0.08,0.41,3.69,nintendo_handheld,Electronic Arts
338,339.0,Friend Collection,DS,2009-01-01,Misc,Nintendo,0.0,0.0,3.67,0.0,3.67,nintendo_handheld,Nintendo
339,340.0,Tony Hawk's Pro Skater 4,PS2,2002-01-01,Sports,Activision,2.13,1.18,0.01,0.35,3.67,playstation,Activision
340,341.0,Midnight Club 3: DUB Edition,PSP,2005-01-01,Racing,Take-Two Interactive,1.65,1.22,0.0,0.79,3.66,playstation,other
341,342.0,Banjo-Kazooie,N64,1998-01-01,Platform,Nintendo,1.87,1.13,0.55,0.1,3.65,nintendo_console,Nintendo
342,343.0,SOCOM: U.S. Navy SEALs,PS2,2002-01-01,Shooter,Sony Computer Entertainment,2.53,0.81,0.06,0.24,3.65,playstation,Sony Computer Entertainment
343,344.0,Guitar Hero: World Tour,Wii,2008-01-01,Misc,Activision,2.33,0.97,0.0,0.35,3.65,nintendo_console,Activision
344,345.0,Gran Turismo 6,PS3,2013-01-01,Racing,Sony Computer Entertainment,0.71,1.8,0.4,0.74,3.64,playstation,Sony Computer Entertainment
345,346.0,Jak and Daxter: The Precursor Legacy,PS2,2001-01-01,Platform,Sony Computer Entertainment,2.08,1.09,0.15,0.33,3.64,playstation,Sony Computer Entertainment
346,347.0,Pokemon Snap,N64,1999-01-01,Simulation,Nintendo,2.23,0.68,0.66,0.06,3.63,nintendo_console,Nintendo
347,348.0,FIFA Soccer 10,PS3,2009-01-01,Sports,Electronic Arts,0.6,2.46,0.05,0.52,3.63,playstation,Electronic Arts
348,349.0,Pro Evolution Soccer 2008,PS2,2007-01-01,Sports,Konami Digital Entertainment,0.05,0.0,0.64,2.93,3.63,playstation,Konami Digital Entertainment
349,350.0,Call of Duty: Ghosts,PS4,2013-01-01,Shooter,Activision,1.78,1.42,0.05,0.38,3.63,playstation,Activision
350,351.0,Resident Evil 4,PS2,2005-01-01,Action,Capcom,2.08,0.83,0.46,0.25,3.62,playstation,other
351,352.0,Tom Clancy's The Division,PS4,2016-01-01,Shooter,Ubisoft,1.28,1.61,0.15,0.57,3.61,playstation,Ubisoft
352,353.0,Star Wars: Battlefront,PS2,2004-01-01,Shooter,LucasArts,1.93,1.22,0.03,0.44,3.61,playstation,other
353,354.0,Doom II: Hell on Earth,PC,1994-01-01,Shooter,Virgin Interactive,2.05,1.4,0.0,0.16,3.61,,other
354,355.0,The Simpsons: Road Rage,PS2,2001-01-01,Racing,Electronic Arts,2.02,1.17,0.0,0.42,3.61,playstation,Electronic Arts
355,356.0,Cooking Mama 2: Dinner With Friends,DS,2007-01-01,Simulation,505 Games,1.61,1.5,0.1,0.39,3.61,nintendo_handheld,other
356,357.0,Luigi's Mansion,GC,2001-01-01,Action,Nintendo,2.38,0.67,0.46,0.1,3.6,nintendo_console,Nintendo
357,358.0,Star Wars: Battlefront II,PS2,2005-01-01,Shooter,LucasArts,2.18,1.02,0.03,0.37,3.59,playstation,other
358,359.0,WWF SmackDown!,PS,2000-01-01,Fighting,THQ,2.01,1.35,0.06,0.16,3.58,playstation,THQ
359,360.0,Croc: Legend of the Gobbos,PS,1997-01-01,Platform,Fox Interactive,1.57,1.79,0.0,0.2,3.56,playstation,other
360,361.0,Grand Theft Auto: Liberty City Stories,PS2,2006-01-01,Action,Take-Two Interactive,1.56,1.4,0.07,0.5,3.54,playstation,other
361,362.0,The Getaway,PS2,2002-01-01,Action,Sony Computer Entertainment,1.23,1.77,0.05,0.49,3.54,playstation,Sony Computer Entertainment
362,363.0,Tomb Raider III: Adventures of Lara Croft,PS,1997-01-01,Action,Eidos Interactive,1.66,1.58,0.12,0.18,3.54,playstation,other
363,364.0,James Bond 007: Agent Under Fire,PS2,2001-01-01,Shooter,Electronic Arts,1.9,1.13,0.1,0.41,3.53,playstation,Electronic Arts
364,365.0,LEGO Star Wars: The Video Game,PS2,2005-01-01,Action,Eidos Interactive,1.98,1.14,0.01,0.41,3.53,playstation,other
365,366.0,Battlefield 4,X360,2013-01-01,Shooter,Electronic Arts,2.14,1.08,0.02,0.29,3.53,xbox,Electronic Arts
366,367.0,FIFA Soccer 11,X360,2010-01-01,Sports,Electronic Arts,0.71,2.4,0.02,0.4,3.53,xbox,Electronic Arts
367,368.0,Rugrats in Paris: The Movie,PS,2000-01-01,Action,THQ,1.96,1.33,0.0,0.23,3.52,playstation,THQ
368,369.0,Spyro 2: Ripto's Rage!,PS,1999-01-01,Platform,Sony Computer Entertainment,2.14,1.21,0.01,0.17,3.52,playstation,Sony Computer Entertainment
369,370.0,Left 4 Dead,X360,2008-01-01,Shooter,Electronic Arts,2.66,0.5,0.05,0.3,3.52,xbox,Electronic Arts
370,371.0,Mario & Sonic at the Olympic Winter Games,DS,2009-01-01,Sports,Sega,1.22,1.66,0.27,0.38,3.52,nintendo_handheld,Sega
371,372.0,Resident Evil 5,X360,2009-01-01,Action,Capcom,2.11,0.94,0.12,0.34,3.51,xbox,other
372,373.0,Donkey Kong Country 3: Dixie Kong's Double Trouble!,SNES,1996-01-01,Platform,Nintendo,1.17,0.5,1.75,0.08,3.51,nintendo_console,Nintendo
373,374.0,Assassin's Creed: Brotherhood,X360,2010-01-01,Action,Ubisoft,2.84,0.39,0.03,0.24,3.5,xbox,Ubisoft
374,375.0,Kung Fu,NES,1985-01-01,Action,Nintendo,1.64,0.38,1.42,0.06,3.5,nintendo_console,Nintendo
375,376.0,Batman: Arkham Asylum,X360,2009-01-01,Action,Eidos Interactive,2.2,0.97,0.02,0.31,3.5,xbox,other
376,377.0,Clubhouse Games,DS,2006-01-01,Misc,Nintendo,0.59,1.83,0.73,0.35,3.5,nintendo_handheld,Nintendo
377,378.0,FIFA Soccer 2004,PS2,,Sports,Electronic Arts,0.59,2.36,0.04,0.51,3.49,playstation,Electronic Arts
378,379.0,Star Wars Battlefront (2015),XOne,2015-01-01,Shooter,Electronic Arts,1.94,1.22,0.02,0.31,3.49,xbox,Electronic Arts
379,380.0,Battlefield: Bad Company 2,X360,2010-01-01,Shooter,Electronic Arts,2.09,1.02,0.04,0.32,3.48,xbox,Electronic Arts
